No,Lokasi Aset,Desa/Kelurahan,Kecamatan,Kabupaten/Kota,Provinsi,Tanah, Bangunan 1 , Bangunan 2 , Bangunan 3 , Bangunan 4 , Bangunan 5 , Bangunan 6 , Bangunan 7 , Bangunan 8 , Bangunan 9 , Bangunan 10 , Bangunan 11 , Bangunan 12 , Bangunan 13 , Bangunan 14 , Bangunan 15 , Bangunan 16 , Bangunan 17 , Bangunan 18 , Bangunan 19 , Bangunan 20 , Sarana Pelengkap (SPL) ,Jumlah,Jumlah (Pembulatan), Tanah (m²),Bangunan 1 (m²),Bangunan 2 (m²),Bangunan 3 (m²),Bangunan 4(m²),Bangunan 5 (m²),Bangunan 6 (m²),Bangunan 7 (m²),Bangunan 8 (m²),Bangunan 9 (m²),Bangunan 10 (m²),Bangunan 11 (m²),Bangunan 12 (m²),Bangunan 13 (m²),Bangunan 14 (m²),Bangunan 15 (m²),Bangunan 16 (m²),Bangunan 17 (m²),Bangunan 18 (m²),Bangunan 19 (m²),Bangunan 20 (m²)
739,Jalan Gatot Subroto No. 1A,Desa Pemecutan Kaja,Kecamatan Denpasar Utara,Kota Denpasar,Bali," Rp3,447,500,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp3,447,500,000 "," Rp3,447,500,000 ",122,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,Jalan Taman Sari No. 10,Kelurahan Tuban,Kecamatan Kuta,Kabupaten Badung,Bali," Rp140,535,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp140,535,000 "," Rp140,500,000 ",600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,"Jalan Teuku Umar ""Toko Arsiplan Utama"" No. 64",Desa Dauh Puri Kauh,Kecamatan Denpasar Barat,Kota Denpasar,Bali," Rp11,713,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp11,713,000,000 "," Rp11,713,000,000 ",200,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,Jalan Tangkuban Perahu Gang Tegal Indah Blok A No. 4,Desa Padangsambian Klod,Kecamatan Denpasar Barat,Kota Denpasar,Bali," Rp1,410,000,000 "," Rp1,120,716,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp87,867,000 "," Rp2,618,583,000 "," Rp2,618,600,000 ",300,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,Jalan Batur Sari Gang Zamrud No. 6,Desa Sanur Kauh,Kecamatan Denpasar Selatan,Kota Denpasar,Bali," Rp2,624,000,000 "," Rp1,705,372,950 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp239,433,000 "," Rp4,568,805,950 "," Rp4,568,800,000 ",400,409.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,Perumahan Puri Penglatan Sejahtera Blok E No. 5,Desa Penglatan,Kecamatan Buleleng,Kabupaten Buleleng,Bali," Rp74,800,000 "," Rp92,268,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp167,068,000 "," Rp167,068,000 ",68,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,Jalan Cargo Kenanga V No. 9,Desa Ubung Kaja,Kecamatan Denpasar Barat,Kota Denpasar,Bali," Rp3,328,000,000 "," Rp668,304,000 "," Rp158,763,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp105,699,000 "," Rp4,260,766,000 "," Rp4,260,766,000 ",640,208,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,"Jalan Trenggana, Gang VI",Kelurahan Penatih,Kecamatan Denpasar Timur,Kota Denpasar,Bali," Rp1,050,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp1,050,000,000 "," Rp1,050,000,000 ",300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,"Jalan Bumbak 116, Lingkungan Anyar Kelod",Kelurahan Kerobokan,Kecamatan Kuta Utara,Kabupaten Badung,Bali," Rp2,509,300,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp2,509,300,000 "," Rp2,509,300,000 ",800,226,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,Perumahan Tejakula Blok B No. 1,Desa Tejakula,Kecamatan Tejakula,Kabupaten Buleleng,Bali," Rp64,000,000 "," Rp103,080,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp167,080,000 "," Rp167,100,000 ",80,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,Jalan Cempaka Putih II No. 12,Desa Dauh Peken,Kecamatan Tabanan,Kabupaten Tabanan,Bali," Rp536,500,000 "," Rp451,200,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp88,076,000 "," Rp1,075,776,000 "," Rp1,076,000,000 ",185,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,Jalan Dewi Sri No. 88E,Kelurahan Legian,Kecamatan Kuta,Kabupaten Badung,Bali," Rp5,768,100,000 "," Rp918,288,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp6,686,388,000 "," Rp6,686,000,000 ",156,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,Jalan H.L. Angrat B.A.,Desa Gerung Utara,Kecamatan Gerung,Kabupaten Lombok Barat,Nusa Tenggara Barat," Rp4,400,022,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp4,400,022,000 "," Rp4,400,000,000 ",13497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,Jalan Kelapa Gading,Kelurahan Dauh Peken,Kecamatan Tabanan,Kabupaten Tabanan,Bali," Rp870,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp870,000,000 "," Rp870,000,000 ",300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,Jalan Seriwe - Pemongkong,Desa Pemongkong,Kecamatan Jerowaru,Kabupaten Lombok Timur,Nusa Tenggara Barat," Rp2,357,985,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp2,357,985,000 "," Rp2,358,000,000 ",19815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,Jalan Tamanan RT 21 RW 08,Desa Koncerkidul,Kecamatan Tenggarang,Kabupaten Bondowoso,Jawa Timur," Rp5,380,200,000 "," Rp248,040,000 "," Rp894,592,000 "," Rp2,063,880,000 "," Rp211,992,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp493,651,000 "," Rp9,292,355,000 "," Rp9,292,000,000 ",10980,234,928,1404,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,Jalan R. Lukmanul Hakim (Jalan Raya Terara - Jenggik),Desa Jenggik,Kecamatan Terara,Kabupaten Lombok Timur,Nusa Tenggara Barat," Rp1,185,030,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp1,185,030,000 "," Rp1,185,000,000 ",1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,Jalan Bongan Lebah Kelod (Masuk),Desa Bongan,Kecamatan Tabanan,Kabupaten Tabanan,Bali," Rp450,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp450,000,000 "," Rp450,000,000 ",300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,Perumahan Grya Adi Ketewel Blok C No. 2,Kelurahan Penarukan,Kecamatan Buleleng,Kabupaten Buleleng,Bali," Rp79,800,000 "," Rp52,500,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp132,300,000 "," Rp132,300,000 ",60,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,"Jalan Puri Gading, Lingkungan Damara Village",Kelurahan Jimbaran,Kecamatan Kuta Selatan,Kabupaten Badung,Bali," Rp3,922,800,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp3,922,800,000 "," Rp3,922,800,000 ",1401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,"Jalan Raya Sesetan, Gang Lumba-Lumba No. 24",Kelurahan Sesetan,Kecamatan Denpasar Selatan,Kota Denpasar,Bali," Rp660,000,000 "," Rp722,190,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp41,274,000 "," Rp1,423,464,000 "," Rp1,423,464,000 ",150,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,"Jalan Desa Batu Agung, Lingkungan Banjar Petanahan",Desa Batu Agung,Kecamatan Jembrana,Kabupaten Jembrana,Bali," Rp673,200,000 "," Rp113,680,000 "," Rp113,680,000 "," Rp117,180,000 "," Rp98,040,000 "," Rp171,360,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp55,862,000 "," Rp1,343,002,000 "," Rp1,343,000,000 ",3060,58,58,189,172,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,"Jalan Desa Batu Agung (masuk), Lingkungan Banjar Petanahan",Desa Batu Agung,Kecamatan Jembrana,Kabupaten Jembrana,Bali," Rp115,200,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp115,200,000 "," Rp115,200,000 ",320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,Jalan Parta,Kelurahan Cakranegara Selatan,Kecamatan Cakranegara,Kota Mataram,Nusa Tenggara Barat," Rp11,968,320,000 "," Rp347,490,000 "," Rp2,693,380,800 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp119,530,000 "," Rp15,128,720,800 "," Rp15,129,000,000 ",2877,195,"1531,20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,Jalan Marlboro XV No. 22,Desa Pemecutan Klod,Kecamatan Denpasar Barat,Kota Denpasar,Bali," Rp1,620,000,000 "," Rp511,844,000 "," Rp43,340,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp40,399,000 "," Rp2,215,583,000 "," Rp2,215,583,000 ",300,164,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,"Jalan Puri Gading, Lingkungan Damara Village",Kelurahan Jimbaran,Kecamatan Kuta Selatan,Kabuapaten Badung,Bali," Rp28,248,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp28,248,000,000 "," Rp28,240,000,000 ",10700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,Jalan Pinus (Lingkungan Banjar Dinas Candikuning II),Desa Candikuning,Kecamatan Baturiti,Kabupaten Tabanan,Bali," Rp420,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp420,000,000 "," Rp420,000,000 ",300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,Jalan A.A. Gde Ngurah Gang Bratasena,Kelurahan Cakranegara Selatan,Kecamatan Cakranegara,Kota Mataram,Nusa Tenggara Barat," Rp1,095,000,000 "," Rp417,742,500 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp43,530,000 "," Rp1,556,272,500 "," Rp1,556,000,000 ",365,"255,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,Jalan Pulau Buru No. 64,Kelurahan Dauh Puri,Kecamatan Denpasar Barat,Kota Denpasar,Bali," Rp3,200,000,000 "," Rp1,098,972,000 "," Rp98,945,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp97,433,000 "," Rp4,495,350,000 "," Rp4,495,400,000 ",400,534,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,Perumahan Taman Mahesa,Desa Tulikup,Kecamatan Gianyar,Kabupaten Gianyar,Bali," Rp390,000,000 "," Rp913,780,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp60,240,000 "," Rp1,364,020,000 "," Rp1,364,000,000 ",300,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,"Jalan Bumbungan (Masuk), Lobster Bay Lombok Resort",Desa Mertak,Kecamatan Pujut,Kabupaten Lombok,Nusa Tenggara Barat," Rp20,590,416,000 "," Rp559,020,000 "," Rp787,920,000 "," Rp222,250,000 "," Rp187,250,000 "," Rp226,660,000 "," Rp218,750,000 "," Rp578,970,000 "," Rp218,610,000 "," Rp2,956,096,000 "," Rp460,955,000 "," Rp2,163,810,000 "," Rp221,424,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp1,540,400,000 "," Rp30,932,531,000 "," Rp30,933,000,000 ",44568,140,210,70,70,70,350,210,70,748,187,498,56,0,0,0,0,0,0,0,0
770,"Jalan Sahadewa , Lingkungan Banjar Rening",Desa Baluk,Kecamatan Negara,Kabupaten Jembrana,Bali," Rp3,564,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp3,564,000,000 "," Rp3,564,000,000 ",14850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,Jalan Desa Perean Kangin - Cau Blayu (Lingkungan Banjar Dinas Leba),Desa Perean Kangin,Kecamatan Baturiti,Kabupaten Tabanan,Bali," Rp840,000,000 "," Rp713,076,000 "," Rp54,978,000 "," Rp17,380,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp51,259,000 "," Rp1,676,693,000 "," Rp1,676,700,000 ",600,156,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,Perumahan Graha Kencana Anturan Blok D No. 8,Desa Anturan,Kecamatan Buleleng,Kabupaten Buleleng,Bali," Rp77,000,000 "," Rp90,780,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp167,780,000 "," Rp167,800,000 ",70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,Perumahan Graha Kencana Anturan Blok D No. 15,Desa Anturan,Kecamatan Buleleng,Kabupaten Buleleng,Bali," Rp92,960,000 "," Rp117,660,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp210,620,000 "," Rp210,600,000 ",83,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,"Jalan Lingkar, Perumahan Graha Ketapang Indah",Desa Ketapang,Kecamatan Kalipuro,Kabupaten Banyuwangi,Jawa Timur," Rp600,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp600,000,000 "," Rp600,000,000 ",400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,Jalan Raya Samberayu (Masuk),Desa Kedungringin,Kecamatan Muncar,Kabupaten Banyuwangi,Jawa Timur," Rp997,550,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp997,550,000 "," Rp997,550,000 ",1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,Jalan Raya Srono No. 202,Desa Kebaman,Kecamatan Srono,Kabupaten Banyuwangi,Jawa Timur," Rp799,800,000 "," Rp199,868,000 "," Rp294,063,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp7,430,000 "," Rp1,301,161,000 "," Rp1,301,161,000 ",430,116,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,Jalan Mavilla Rengganis (Perumahan Griya Halona Permai),Desa Perampuan,Kecamatan Labuapi,Kabupaten Lombok Barat,Nusa Tenggara Barat," Rp5,133,824,000 "," Rp77,700,000 "," Rp77,700,000 "," Rp77,700,000 "," Rp77,700,000 "," Rp77,700,000 "," Rp77,700,000 "," Rp84,890,000 "," Rp77,700,000 "," Rp77,700,000 "," Rp77,700,000 "," Rp9,390,000 "," Rp9,390,000 "," Rp9,390,000 "," Rp9,390,000 "," Rp9,390,000 "," Rp9,390,000 "," Rp9,390,000 "," Rp9,390,000 "," Rp9,390,000 "," Rp9,390,000 ", Rp- ," Rp6,011,914,000 "," Rp6,012,000,000 ",10027,30,30,30,30,30,30,32.5,30,30,30,30,30,30,30,30,30,30,30,30,30
778,Jalan R. Lukmanul Hakim (Masuk),Desa Jenggik,Kecamatan Terara,Kabupaten Lombok Timur,Nusa Tenggara Barat," Rp133,128,000 "," Rp442,176,000 "," Rp288,282,000 "," Rp77,532,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp46,950,000 "," Rp988,068,000 "," Rp988,000,000 ",774,192,138,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,Jalan Raya Leces KM 17,Desa Malasan Kulon,Kecamatan Leces,Kabupaten Probolinggo,Jawa Timur," Rp17,599,140,000 "," Rp6,920,100,000 "," Rp8,902,036,000 "," Rp7,024,832,000 "," Rp2,747,820,000 "," Rp2,633,958,000 "," Rp1,122,940,000 "," Rp1,470,931,000 "," Rp47,058,000 "," Rp112,992,000 "," Rp687,984,000 "," Rp11,925,000 "," Rp29,260,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp1,053,689,000 "," Rp50,364,665,000 "," Rp50,365,000,000 ",26910,2970,4108,3392,1824,2061,1234,2155,66,66,176,15,20,0,0,0,0,0,0,0,0
780,"Sankara Resort, Jalan Cempaka, Banjar Kumbuh",Desa Mas,Kecamatan Ubud,Kabupaten Gianyar,Bali," Rp14,586,000,000 "," Rp2,578,728,000 "," Rp4,745,482,000 "," Rp1,905,504,000 "," Rp1,045,956,000 "," Rp658,260,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp1,155,080,000 "," Rp26,675,010,000 "," Rp26,675,000,000 ",3740,556,889,368,202,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,Jalan MT. Haryono,Desa Siliragung,Kecamatan Siliragung,Kabupaten Banyuwangi,Bali," Rp252,520,000 "," Rp314,157,000 "," Rp45,149,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp611,826,000 "," Rp611,826,000 ",214,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,Perumahan Grya Adi Lokapaksa 2 Utara Blok A No. 8,Desa Lokapaksa,Kecamatan Seririt,Kabupaten Buleleng,Bali," Rp81,900,000 "," Rp84,540,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp166,440,000 "," Rp166,400,000 ",63,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,"Jalan Subak Mungkul, Gang Dewi Uma No. 3",Desa Celuk,Kecamatan Sukawati,Kabupaten Gianyar,Bali," Rp300,700,000 "," Rp188,760,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp27,340,000 "," Rp516,800,000 "," Rp516,800,000 ",97,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,Jalan Tukad Batanghari VI A GBM I No. 1,Kelurahan Panjer,Kecamatan Denpasar Selatan,Kota Denpasar,Bali," Rp952,500,000 "," Rp594,174,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp28,622,000 "," Rp1,575,296,000 "," Rp1,575,296,000 ",127,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,"Jalan Selegimpak, Lingkungan Banjar Kaja",Desa Lembongan,Kecamatan Nusa Penida,Kabupaten Klungkung,Bali," Rp1,600,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp1,600,000,000 "," Rp1,600,000,000 ",800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,"Jalan Buyuk - Kutampi, Lingkungan Banjar Bayuh",Desa Kutampi,Kecamatan Nusa Penida,Kabupaten Klungkung,Bali," Rp2,201,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp2,201,000,000 "," Rp2,201,000,000 ",3550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,"Jalan Buyuk - Kutampi (Masuk), Lingkungan Banjar Jurang Pahit",Desa Kutampi,Kecamatan Nusa Penida,Kabupaten Klungkung,Bali," Rp316,800,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp316,800,000 "," Rp316,800,000 ",960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,"Jalan Buyuk - Kutampi (Masuk), Lingkungan Banjar Jurang Pahit",Desa Kutampi,Kecamatan Nusa Penida,Kabupaten Klungkung,Bali," Rp462,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp462,000,000 "," Rp462,000,000 ",1540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
